particle_id,initial_pos_x,initial_pos_y,initial_pos_z,initial_vel_x,initial_vel_y,initial_vel_z,particle_size_m,final_fate
46,-0.3051212339518625,-1.4179793441600914,0.4355431463662477,-0.055684586527838364,0.13606482073161746,-0.05070331738399214,7.922034143702677,0
47,-0.4997847256365371,0.7454697015119809,0.41204594320747767,-0.005009231372192113,0.05402628796370168,0.06567815586521386,5.524229354034262,1
48,0.921188392263173,0.507373198728641,-0.2799380902682552,-0.18417497042208064,-0.09689749963766259,0.030684993600149812,8.694982115401467,1
49,-0.4237392366876682,0.5459053458807479,0.18843268895638543,0.16878768967218444,-0.03438358917283263,-0.010453739873845125,9.624063643554171,0
50,1.473913206714211,1.2063513450378922,0.34955422826925187,0.033427970063056145,0.010595882693010955,0.020168420549027122,3.1235520695471486,0
51,0.9911882452296199,0.27524517034465923,0.07234997837798507,0.09341683507452869,-0.021296016581749427,0.05921759069987967,1.8475695101847627,1
52,0.7810123293673152,1.2165850571825465,-0.06135118631247527,-0.15012215088869152,-0.1900371899991385,0.0010438483989668457,7.076208291701969,2
53,1.2498010914219804,-0.24929427069513643,-0.4320231265475707,0.09880081424255144,0.0689273269752752,-0.07553573756000238,8.527836683721624,0
54,-0.8974487468872322,-0.5832089789255744,-0.17150786104861648,-0.12857925545928595,0.13587458507477707,-0.08500021934928899,2.958372480597268,1
55,-0.48945179956824303,0.15211309089349667,0.19810420197899115,0.1752024160730845,0.08257021221763822,-0.03768531172052092,0.292010695767244,2
56,1.0485470097022325,0.9478014717430536,-0.271277372147125,-0.06111189887699428,-0.1473660940596588,0.06539492520121812,6.970887176486175,0
57,-0.6948266115593652,1.1082640089936602,0.4480728665149337,0.06692036750173858,-0.047748677419090335,-0.026715654698311317,1.2014505512570266,0
58,1.260509745239803,0.32931703134915313,-0.36028955034850496,0.007816925687620296,0.0025176834393790537,0.04503178132496935,2.4570209874561395,1
59,0.15289929238642008,-0.5317648276296921,-0.43085659229308915,0.06604959627675833,-0.07605209772902528,-0.08526714972099952,8.078721378597416,2
60,1.357902114147481,-0.3633331924705465,-0.3267670701276596,0.13079808650791652,-0.009755285175161527,-0.009923812089342746,5.667502942594377,1
61,-0.6501215483907967,-1.4256324304328727,0.1768711919657343,-0.1270889616728833,0.15939073817849597,-0.08549836852589299,3.1872921060936696,0
62,0.7498207633717744,0.10054945523085612,-0.23172279451121436,0.14155030750595338,-0.11855205129296031,-0.03918751449983951,8.06592579973699,2
63,-0.4873877444532022,0.877738348945555,-0.00681512146490304,-0.1618885370628793,0.14084911167902242,-0.006832524038655488,5.6821672104213965,0
64,-0.25175354733449673,-0.7295471714493872,0.1502042679758595,0.05710645359614175,0.10281397662827646,0.07278265481260235,4.16959275585713,2
65,-0.8964101093596666,1.038595047437851,-0.10675332639894675,-0.129377937727281,-0.01051952850558896,0.054885224643140135,5.8072898206525725,1
66,-0.33921463213592085,-1.1379306615758296,0.30399450124071314,0.18683504496322373,0.0542414189891024,-0.02387039311041554,2.184801918377477,0
67,-0.26028354266293574,0.8548717649759738,-0.03250059061462107,-0.07166609107426233,-0.06768830787614077,-0.03801485657649986,2.271951176939228,2
68,-0.9504260721153662,-0.009263694717642768,-0.12877369965725005,0.14061326455848355,0.02244201157331896,-0.022500734252592552,7.838975618118408,0
69,-0.8705969323549857,0.811920453831954,-0.2990751297314803,0.005301766005759712,-0.05543080257827043,-0.04124961934924616,4.473474393574122,1
70,-1.218559840730875,1.2428568177377919,0.10366157669027043,0.09098201820197394,0.018017072292494912,-0.016185174648892325,2.278266493984581,0
71,-0.8445800969562948,-1.2749646903226535,0.2112224514922314,-0.10138438053419879,-0.13846179980368645,-0.07136988804504962,9.273471971546504,2
72,0.6280615443922026,0.21917455283603626,0.2249018821998856,-0.16321201649377284,-0.10366637385032869,-0.08638630455971233,6.153736820718382,0
73,-0.9388457278999055,-1.4926626889582124,0.11129801341530954,0.06938910855999747,-0.07421471534388044,-0.030852778565918212,4.735252995835649,0
74,1.2305074501281101,-0.6511931562098263,-0.4620365718014471,0.028858797739708425,-0.18394180687262518,0.03321394959641383,8.531932200691944,2
75,-0.04600134999462124,1.338375712080719,0.11230686098789577,0.04190352159564065,-0.047545589092158336,-0.0812259082412195,0.8427463168507653,0
76,0.9361102536592254,0.33807030551854345,0.3973841502716883,0.08398983631913681,-0.07175371960495047,-0.06261913655448031,5.257068744792108,0
77,0.7816129471158497,1.317839171612817,0.2435823813622674,0.10471461807179333,0.026197357632753937,0.003973668119112886,6.28017811932298,2
78,0.25917864681317937,0.26595091633321744,0.36110609270568983,-0.04345637527711688,0.13391007309169328,0.09367023397909816,3.520852393721375,2
79,-0.26976742902508044,1.2357212949506748,0.36519475151959735,-0.04993587491296089,-0.05916843989896825,0.013631773234164826,7.515858667736392,1
80,-0.5387164796857833,-0.10999704134867638,0.3212034184345064,-0.18390785261387285,-0.03577723945286518,-0.019670821228461907,7.133985767080865,2
81,-1.3297825876598321,-1.3877266665241625,-0.12486788805849924,-0.10764802216275267,-0.09843048454078361,0.08609740642982427,8.597471738798218,1
82,0.2590022641890375,-0.7036549414667799,0.09725188752322989,-0.1820289265785736,-0.14565405019138478,0.08519372937438655,5.857679006983202,1
83,0.5199568189597978,1.448839976710234,0.09499637484963774,-0.1326554997605313,0.18862194103112923,-0.09194392395601014,1.3440480674044555,2
84,0.3776663202113535,-0.15700013387798117,0.4681813488368727,-0.12372752351417385,0.040522872720216846,0.021200699196927505,2.0406452656268685,0
85,-0.20996985459039674,-1.3286006191248743,-0.12140403866459226,0.12167713797881102,-0.029326646558160446,0.06250673734616838,3.216110646186704,1
86,0.5269659833603666,1.046146346499949,-0.08035621675238247,0.18923503010463721,-0.07121459244336129,-0.07761210527576501,8.59461905418353,2
87,1.155194693926414,1.0154650230767763,-0.4901705671960809,0.08173584071557904,0.18903540048585077,0.09813212242280123,0.6720194660591635,1
88,0.5200481364992142,-1.0219845070628129,0.2973584362310876,-0.11108316656889153,-0.06883377845809255,-0.05076421149066732,8.553078522721517,2
89,-1.3770459752732114,-0.7948064361615141,-0.17411519352255078,0.13285448578709375,0.03602936087586778,0.03797194429517714,0.5674796605250583,1
90,-0.5444112807023109,-1.0704704692913305,-0.007665526818038337,0.1327480549416577,-0.16063266056613262,0.01956885820930132,2.0396201841170356,2
91,-0.12652177552476296,0.9233682566311856,-0.24202923710873148,-0.09257624416803321,0.11446809454137591,-0.03456159291621737,5.895958673011004,1
92,-0.06654044967270556,0.36733829176430555,0.1799259683487392,-0.08887463970595966,-0.093220316035297,0.034553641066691926,8.694204091659206,2
93,-0.5108786556886893,-0.723496116689195,0.2984531752034849,0.11767544965771642,-0.005185581956184654,-0.01439591485361176,1.9328318015812818,0
94,-0.5113045078996502,1.0085251042257362,0.16872664479412192,0.04519392815570705,0.17927073160043672,0.01289319706864496,2.8442860071560223,1
95,-0.2856562139787586,-1.4496136652493696,0.45902767561737523,0.04062758339419656,0.10775824420491298,0.07474314811603533,6.183425874332934,2
96,0.6491502704792627,0.9357899419270876,0.11976363074241014,0.16306444158780808,0.13727177029567117,0.09407523204850521,9.976593727490492,2
97,-1.0924175251288775,-0.8954832056248597,0.2003375255524088,0.17789177121181265,0.04763063098581713,-0.03257265301312261,2.9730936351305206,0
98,0.9565299566666083,-1.3820847517376809,0.3424896611892807,0.061324112307291956,0.12279718638420384,-0.0510616771702215,5.1028799800516,0
99,-0.25478427406288295,1.3902903828306687,-0.19735707660728552,-0.02510739242452681,-0.13358640170865838,-0.08427533967216892,3.2272065137193526,1
100,1.2349671924676304,-0.7229958289795636,-0.4435433527374585,-0.09407339699649456,0.1456575802831575,0.08714053211262326,7.130069749164807,2
101,0.31413740593918726,0.19421099119265106,-0.07948495513386511,0.09010707842790333,-0.16348205654525394,-0.0034371538293581916,0.13206915067295621,2
102,0.8799272041106674,0.3488341498690355,-0.10030063624284002,0.09787401819864072,-0.036745896572994485,0.02217181687184759,2.750877222072595,0
103,0.655120223594805,1.4986708523569625,0.3531093872611297,0.13936312502334064,0.06666720600910553,0.024356165123002246,8.108207831967643,2
104,-0.5680431865329821,-0.22630465490930396,-0.22466097677418873,-0.08604341016303106,-0.1497705095221806,0.04839853082744955,5.142704835808447,0
105,0.3552569051566108,-0.17800386071385121,-0.1240595308571254,-0.01712608273313662,-0.010475760212841356,-0.024107951430119567,0.5059055310335516,1
106,-1.0239768841008363,-0.8147974128226758,0.4744009004918992,0.15606438910972548,0.052461252669544045,-0.09053397552769149,7.071292668182128,0
107,0.46002664128172377,-0.9003912874924996,-0.17360164342555262,-0.1742246470998325,0.0750111907460359,-0.025487762520737367,7.791643424241545,1
108,0.7401819726085854,0.5082948123890896,0.29423464164116253,0.08889205513148413,0.0667603310997747,0.06596522174145425,8.97228049645208,1
109,-1.2420010687670748,-0.5367947184936093,-0.24494434446045976,0.06778139097606711,-0.08559180042090415,-0.02750569967014789,9.789172484256875,2
110,-0.4427383192483121,0.4576647317698308,0.0988462407216284,-0.17392706940848363,0.06316005826263804,0.05512210324669348,2.045794148481283,2
111,0.0895907653318706,0.03584826523441009,-0.02421697802821332,-0.14749959914165078,0.09235179797639281,-0.035000680750855565,7.780955994941675,1
112,-0.9438181474627222,-0.26871058165221084,-0.060097206562044536,-0.12416361663000736,-0.10776929553294085,0.08886144681174918,6.6301438562605295,0
113,-0.9144028329993477,0.7463647266983728,0.4866664850955863,-0.15470442798771766,0.1591569814765766,0.055982655954357335,1.53984921232263,2
114,-1.3107061965264943,-1.016255911664243,-0.4074591847538611,-0.17036202925846006,0.025146133892841954,0.08167500282089885,5.494395500929868,0
115,-0.06068336411133002,-0.9038858579399001,-0.16816154877354184,-0.06428414971688332,0.1773020682184136,-0.07104604170183147,2.8354904806837493,2
116,-1.455455020598961,0.6357322846131379,-0.26901553279699975,-0.02324011397948139,-0.12394102676483208,0.027936279522205926,1.1205222226446818,0
117,1.0194749388062512,0.12295872879948888,-0.3074353129723285,0.13334225708831604,0.1795333260073128,0.004916841800444896,0.7497666826538507,2
118,-1.0440662850505087,1.1824831458783192,0.19853705562552026,0.09101623805070247,-0.05974029426482677,-0.06183327023531509,2.243822741747017,2
119,-1.476038624658497,-0.7284496199158023,0.1520098034828441,0.06974754546713174,-0.18118505574526114,0.07867610148769516,8.058329006142479,0
120,-0.6132710777954391,0.35982304243314767,-0.1743248276281173,-0.07684342575363212,-0.1337380885413506,-0.002047883628973013,2.795694220717505,0
121,-1.0368070966716432,0.530979359993696,-0.025814130554850934,0.06200173710023915,0.19698683812484752,-0.04227320729628701,3.903858809036686,2
122,1.2086442576853624,1.4088812473936052,0.2818976331246902,0.13585762687337993,0.08202693000103267,-0.01607791753999173,4.106246820587341,1
123,0.40694094792799396,-1.307665237876059,-0.4569895192797798,0.011194938225289108,0.1986754130951196,-0.00529717649742259,8.60107016890476,0
124,-0.7185897796205617,0.41615447285290275,0.19936133167602776,-0.018971859798803337,0.06487341655608975,-0.008854136436356047,9.824332694700944,0
125,-0.45796781628038774,-0.2140871899714205,-0.24271216052324862,-0.12869032517891138,0.07660395363227124,0.0953085555494628,2.2439532102432675,1
126,1.14909805093761,-1.0377928284359093,-0.11604028586480974,-0.07209550344637425,0.06827366693115478,0.08111135376556375,4.912707182805469,2
127,-0.45231508055297387,0.4727193423674705,-0.3984835413338229,-0.12726493795904198,0.00026406550224744585,0.08194262400553817,9.537939132434751,1
128,-0.3975572440840178,-0.17319654661799566,0.41675163641666124,-0.11942387412670877,-0.06471182959822977,-0.031819127916452694,5.339674818514736,0
129,0.6696734802314133,0.25507729885434394,-0.19859799236446984,0.11958248726479381,-0.04166523292445917,0.02327525107284123,3.590714889716431,0
130,0.6204144007202812,-0.04069745492737198,0.18063427708776125,-0.14152039303873956,-0.09415577573566819,-0.024807884622419604,1.446686707497964,0
131,0.895362538666638,-0.4791681740927223,-0.313432267460801,0.011844369470480898,0.1067352612489782,-0.05304175098482755,7.3589254364839505,0
132,-0.8321049022082666,-0.1902503239770259,0.052248767622334547,-0.024052272098756433,0.04833502344496998,0.06959745058181557,5.711486405284197,0
133,0.42129390135158196,1.2665754276718828,0.1746741278838988,0.17161587593132782,-0.07569188523692066,-0.029872500297539004,0.29324228092330945,0
134,-0.002335543740700885,1.4730706087781837,-0.4202733514720427,-0.17476795186124527,-0.11125136672820211,0.06973839966739093,0.9735549396077614,2
135,1.2481865863089459,1.2132762943015338,-0.0036929300029011625,0.15510561264117845,0.10758585870086901,-0.042133953397783676,8.48233095344517,2
136,1.0481440708650136,-0.004156131651312567,-0.3309876135110328,-0.004904097492927667,-0.07927163908751234,0.06304336013542244,9.95977255410073,1
137,-0.5350200989256745,-0.9430982035722881,-0.39470827257035235,0.02612414755061926,0.09157466180504759,0.030719363318877924,6.207897494956823,0
138,1.3999624891477658,-0.15250518923853007,-0.35679207766316756,0.045779367431121265,-0.09765436903533052,0.07891935353246823,0.5728729490241452,0
139,-0.24515873934836652,-1.4287143208701103,-0.016426705817720322,-0.10707331046567758,-0.16050584550303149,0.014580107286779082,6.385865660310872,1
140,-0.3810898549449244,1.3018950932418294,0.21405061181884233,-0.10873564633427263,-0.06668661410215751,0.049375683942025184,2.504208402249563,0
141,0.6229451027173827,1.0425073794638329,0.2520551138120344,0.023442784367612213,0.15157767973769215,0.025446037726129328,4.1498519104911775,1
142,-0.936328744645021,0.0026386503884601176,0.1460983524720908,-0.04089118803394501,0.12350835122871856,-0.0987702989049074,9.164754784882133,2
143,0.10960684969263701,1.3892047450167126,-0.0322028524377842,-0.11594129545522369,-0.08352908676061391,0.09601837754133391,0.037014834910142666,1
144,-0.5959270822856734,1.2659312211933647,-0.3258453147829935,-0.12850178339316226,0.03654080071000537,-0.01048519909804331,2.8595055909978573,2
145,-0.9336079705403748,-0.9814655693147136,0.01253364711665883,-0.19325693728884025,-0.11267681223491195,0.009059334919252107,0.8560469223832172,1
146,1.2018913304590737,1.4502791380407278,0.2929440018629149,0.18552644840140053,-0.012119269407949662,-0.03211080802574069,0.030966291926854524,0
147,-0.182698344346357,-1.1719185438838013,0.37714828464453554,0.014216839484209626,-0.13521778976872068,0.035587888555123265,0.32108150875437086,0
148,-0.8200864065822059,0.7309673309736975,0.06147711390560329,0.17675095784424322,-0.1855795418349525,-0.08397822053914648,2.3939541892887437,2
149,0.7998161009460039,0.5973874029991575,0.01564270203756668,0.0838573517073875,0.10476378186030527,0.0874209474563698,7.723710695783564,2
150,-1.1840414728521482,-0.7990136342310904,0.2972248492032198,0.005684904294187831,-0.08120888243312258,0.024808029361907985,6.331387282869067,0
151,1.1634765815082648,0.18430169127007678,-0.3201139786492826,-0.18370724804287444,-0.1475415713110574,-0.0754854308787131,2.817072879041363,1
152,-1.3440977914954435,0.46525012868414883,-0.20530532468099671,0.14849124997234137,-0.12943103054248578,0.002206325416208327,6.643282222459123,2
153,0.5919683921708572,0.21240898938718988,-0.28353235705050206,0.11048256634056836,0.1988680535495499,-0.03205647308405217,1.254291443753845,2
154,1.2838743806378368,-1.0187283872393724,-0.35933317691555455,0.03599615799276465,-0.1077313973604265,0.080177892385449,8.401040181592316,0
155,0.31869133630441726,1.3939009419506347,-0.39732572582252657,0.1361424127481599,0.0011479708939949318,-0.06345298369311947,8.81135952067828,2
156,1.010723207094022,0.9063652906257769,0.29246941901372636,-0.051724425463279655,-0.12086010342340057,-0.09640330218138356,5.530812508438562,0
157,-0.9677050997418242,-0.9186006410850338,0.19942201458315256,0.16518336763073987,-0.015838698951483432,0.008839082867364317,7.543422556104734,0
158,0.9331004316682496,-1.2429913549260174,0.40770368650986555,-0.18232634002938594,-0.1690971632174979,-0.05987278098822853,7.449913928258011,0
159,-0.8132357778597152,-0.7462451167265655,-0.2234737926735898,-0.1203637378195892,0.016814195922015163,0.06699249343660171,0.23930023853583118,0
160,-0.5522558691121088,-1.4536953623922604,-0.31219374235832853,-0.0033767119547390423,-0.19419863889668232,-0.05903292609375502,1.8971585558770443,1
161,0.819874024050709,-0.8412257646163207,0.1469463562569232,-0.08220994229729209,0.04705984166606969,-0.06186407133476271,2.7599720362600637,1
162,0.09338706462026569,-0.5877276241530849,0.4455630290902418,0.10734254487648681,0.017279610769526416,0.04967932591391461,6.654832587553266,0
163,0.41553361034140535,-1.0942058557503556,0.10848138099109905,0.1195971599332552,-0.12221990820856457,-0.09296852204505018,3.2781643403116187,0
164,-0.20425725977943898,-0.5665623061537759,0.4229831591967764,0.15998995866952398,0.00665685588265269,-0.07989962473773658,0.49373496905946657,0
165,-1.070284119431046,-0.6051246917235301,0.14614409095143588,0.17784389776228804,0.1674319400443351,0.08487151646909466,4.404740866958528,1
166,-0.4499498217087716,1.2684680371633843,-0.3373006148705029,-0.03826593213660484,0.14948457597038428,-0.07899816901800893,3.1645771869862647,0
167,1.061320150469971,0.9451966543958843,-0.33269731008473113,-0.18295785616024962,0.11823710226200185,-0.06451914297664674,9.477177613210438,0
168,0.519009959795742,0.7966831726501944,-0.12898760668741482,0.18374057459378745,0.08787913720540586,0.0430822973681958,6.9750739984922765,1
169,-0.17603886757554998,-0.6251929041814447,-0.017422373585281203,-0.0488355738788287,0.16161603445406353,-0.07911976583051844,4.5762676889740215,0
170,1.3734485624171708,-1.1882370497364168,-0.39884154944460837,0.05239357901540753,-0.19874151632852902,-0.09458210163328978,9.648488201303687,1
171,0.9882146239505998,-0.6257658815741785,0.42982986129646394,0.13930718398642788,-0.09501516769077983,-0.06038421800290381,6.245931732328048,1
172,0.5786835261704071,-1.4523453846637457,-0.4175512453736635,-0.15361661738674745,-0.1744348414042722,-0.06893588196636702,3.4185222627470866,2
173,-0.013513008760442702,0.3192931219990207,-0.32122082672842356,0.17366962344742765,-0.08225370736720308,-0.07693537717790587,4.204048865734965,0
174,0.8420457837029898,0.28697678849332453,0.15309782993383425,0.10392397786076085,-0.176819321132675,-0.06515310479217926,1.588408065219439,2
175,0.08414136625140456,-0.4673416698597843,0.19412333385162617,-0.19302061698376544,-0.17668333843928258,0.05227367414214412,0.3368960846627004,0
176,-0.2529662363720593,-0.14853368311630577,0.3010298279281878,0.18906285749693708,-0.18529293695630855,-0.08750062781955492,0.6814836482891586,0
177,0.7072008686784548,0.773264338487107,-0.2938642341780874,-0.1768598626260347,-0.016914594167213304,-0.01878182853327512,9.891646736619084,0
178,0.09090642755904277,0.6853667528191543,-0.09053995512957524,-0.19393809499457124,-0.10464936310243173,0.07485107352131709,0.24200277057866612,1
179,0.8346177948566358,-0.02272742979996245,-0.38153058689897323,-0.11832346181637009,0.16370598100262002,-0.08682048494534403,9.935715238865663,1
180,1.3673684163745028,0.36526664921069885,-0.25923534630541056,-0.1841377073513927,-0.18479250146902051,-0.08047532896662346,6.020135131835116,2
181,-0.771963097634771,0.38102896580523193,0.22343950784381617,0.17710792828393035,-0.1469987124348097,0.06323688620686646,4.044251687753323,1
182,-0.533802042026179,1.4695708204637778,-0.10027244427162152,0.028010578082579146,0.12458481912197888,0.008384284629886135,8.725002618921957,2
183,-0.7606189979332071,-0.2960681294009686,-0.024214603940768242,0.05901289352730488,0.14749519731678762,0.09920968032945399,4.796470100187916,1
184,0.27362965887304935,-1.220592510102939,-0.230364043735916,-0.11838028989980219,0.13845868799315036,-0.06788837877008044,9.095785821759588,1
185,-0.727906260182712,0.2648885001398986,-0.27722897867780405,-0.1546698853185624,0.03481977499433908,0.04886015269548247,9.60842018586559,0
186,0.31728298253817067,-0.023179254045491593,0.2469526174142811,-0.051079256308997456,0.11380894961914723,-0.05232630337835183,5.675888284397255,0
187,-0.9977979161253658,-0.9211101076787235,0.4634726062554937,0.05943401421031247,0.06741772064045726,0.057371423290325296,6.666090625472883,2
188,-0.4555473581793228,-0.34284151353164827,0.07403947959859813,-0.08608490437395698,0.16640285909416036,0.0828882377955257,2.0582040727127775,0
189,-0.2001849041824042,0.8183896673194071,-0.039619028150238766,-0.08512666716106985,-0.0049984682244261225,-0.00545624604333092,3.6128977991933686,1
190,1.2877473037156415,0.7030147714480677,0.10583535978812986,0.01685745117876372,0.04897694087814619,-0.015590156359436724,5.00599376535234,1
191,1.1748097661181163,0.022716226298598485,0.47868922269225633,0.01611939678213714,-0.14024627474346577,0.03079677742854678,3.1269157041494116,1
192,0.7374729884661657,0.0028164464904802955,0.1886344462492301,-0.15361562329013392,0.17380185935167353,0.04826124954816252,4.272374256435878,2
193,-1.2987024396348534,-1.4768773016079302,-0.08199057387251363,0.06928794073304834,0.16522452253789605,-0.03382741787546231,3.2976290051237886,0
194,-0.8812385273723823,-0.3248874725900883,0.09408860610066627,0.18168531256729314,0.12389072981259946,-0.07941781145722973,0.4315505581930649,1
195,0.7092364384501022,-1.2492467591234455,-0.3471199241692928,-0.05622226906360034,-0.08558132456367572,0.04808616724715409,7.278438419833911,1
196,0.8253879776187576,0.22808392789310128,-0.3596527580161569,-0.16518020119766275,0.08172199700968602,0.006103588768122156,9.683920198504914,0
197,-0.8354723216312216,-0.017158473351966297,0.1359944696525981,0.16731195998856746,0.05255088570258665,0.047358043029655156,8.859682773792251,1
198,0.38870929876607696,-0.2490030530366294,-0.12888166431191173,0.07363888219087444,0.11467812374008479,-0.018392118850478423,8.68421911740064,1
199,0.08756890772219084,0.2944164217696579,-0.2795698735995863,0.15767303705951397,-0.024201427226817895,-0.05975051514330661,8.895116736652234,0
200,-0.9447280789631255,0.1655450287750304,-0.4548654793850866,-0.01315889371218612,0.11830375498111839,0.09554129940459596,5.391275775983368,0
